"RL1-A","YL2-A"
24910,2630
65728,9804
45615,4980
51178,4457
56918,10909
3883,1192
2212,1797
27463,2239
11399,1205
20148,679
100327,19660
21395,2686
18736,3278
30107,3612
18206,1189
14018,2208
55697,8907
11566,420
52792,7493
36682,8761
41428,7114
13269,1052
61532,6468
16909,986
22930,2603
47909,5504
21826,1145
12597,1964
24415,2434
15349,1365
35835,3236
33824,5946
66862,21737
22824,5656
20516,2427
4364,605
46622,8824
51336,7673
23148,3731
22358,1798
18554,1630
15542,1980
49912,9547
24014,1969
28891,3788
11676,474
13097,1122
52914,7228
43678,6974
38411,11334
23882,805
36206,6171
31643,7362
16126,3302
41301,6379
68249,12609
58028,15749
15876,1596
42275,9761
28421,6871
81927,3475
31883,4549
20431,3305
32925,3372
26964,2437
42832,5682
26179,2191
35644,3557
16464,4653
8481,1001
30753,7383
18321,2958
32798,7280
7678,7140
11304,4237
30686,8792
27121,6664
13668,1160
42222,3199
88681,12123
53867,9765
46499,6189
26273,2299
22216,1906
43155,3402
19219,2582
17428,2717
41275,8187
26463,5017
10206,1127
41944,5830
16624,1699
28420,1717
16555,1664
36693,6038
19281,1014
19579,2235
41543,4718
74608,21393
21503,1332
26281,3011
23423,6444
26730,2569
15882,1466
24827,3962
14206,2707
28113,2260
50817,4518
11197,1358
16536,1776
19285,4029
48230,10716
12173,480
31828,6047
45133,9115
36941,3096
40240,3318
7531,8844
46812,6332
58169,5290
12411,793
63669,17138
11805,873
16007,4644
18268,2533
20507,2169
43222,4656
28361,1845
37513,1051
15397,932
25097,2041
54984,8780
23726,5617
16202,598
59580,9324
60224,15224
13475,882
19868,1362
32125,4074
39063,8690
65639,15021
11945,1092
32589,4429
47061,8099
19009,2547
40980,7876
21299,1559
48297,8399
42396,7812
21396,913
67628,9751
22086,1097
16541,387
47283,2794
50548,6742
13048,1389
18907,696
20188,3116
35075,4685
44646,9103
47334,3567
10432,841
17409,1942
19054,3204
31277,3104
34718,3431
55255,3615
22528,3564
12911,1765
12485,1629
38106,2030
23174,1324
16886,2379
50403,3822
10966,1392
16859,1025
79205,15675
58268,8008
8335,940
17211,819
18756,1571
36846,2512
45951,9300
37376,6005
18755,2642
14372,1817
90747,15818
40991,2404
17283,1470
30684,3762
26165,3256
11999,688
11576,3202
19978,1202
49240,6839
29959,1767
13051,1368
13445,851
7742,3299
26582,6573
71157,5009
36224,4492
45456,14803
31930,5685
41490,7618
10191,2068
45196,2344
21297,1175
12628,1561
12950,730
49019,18910
9209,4348
27180,4597
37761,6054
70089,19834
41566,7821
49553,6655
27407,1275
14701,556
19615,2072
5635,691
15222,586
44525,11519
27763,1734
16468,3457
45465,9873
26871,1228
49825,9854
15087,1027
14076,1308
9327,2507
12008,2924
25911,1911
48071,11515
42927,4936
28992,3779
11223,4642
53789,5610
19024,1598
36625,12326
26452,2735
101460,32703
31872,4641
20503,1128
5659,741
44278,13686
53021,7285
41328,4809
15827,636
23221,2998
23510,1831
28417,6945
14531,1804
12265,1966
11790,1883
29511,2401
18713,1405
19511,1570
25011,4089
23742,2801
12077,1108
56521,4296
19368,1735
69021,13184
39861,2596
16492,1471
12185,675
29606,3547
35814,2493
7419,567
40809,16376
17240,1898
34632,9992
10536,540
14765,683
6173,738
49241,6935
34763,11623
30392,705
48373,8885
42184,2494
61866,12223
29071,6387
11803,809
18037,2541
35824,4156
45601,5264
74584,27059
10439,927
20525,1979
49063,11078
44213,5784
44223,16287
14389,948
15018,890
19193,4177
12680,1415
52761,6447
33125,2314
30534,3928
29339,4091
11666,1604
106271,14780
13448,1530
15516,720
47513,5102
35718,5544
34687,6533
48998,2922
29238,4574
7586,774
15293,1345
74129,14672
58838,8027
27713,2112
23379,2366
33179,4222
53281,9995
14986,1309
49889,5763
45302,4763
39914,7108
6152,1074
40525,6976
11255,518
56944,16221
59851,24921
25651,1347
32758,7732
22176,1540
57763,14145
44736,7683
43446,7215
23864,1287
35962,3595
72383,13315
33010,20173
7773,1019
17606,2514
50095,7452
19950,2918
52214,2818
10453,911
4626,404
29759,3310
15070,536
31089,2316
39045,4937
12211,701
16512,2029
25091,3468
32622,3464
13674,1233
23956,1977
73770,12586
27843,968
42575,7019
20315,2060
42625,12173
17917,966
10786,1225
30943,1759
63072,11240
16633,3974
53679,11318
30709,3060
11623,1183
46302,7030
21240,1423
18237,2288
52893,10272
21458,2115
8583,921
11949,825
5575,575
8764,1341
22145,2410
31863,4059
15779,451
21044,2096
41431,9198
18122,731
16970,707
35923,7238
54065,9856
12326,1470
23011,990
34578,3851
11906,1161
28630,2381
68110,14352
19036,1015
31600,6290
20510,4023
50981,10990
22116,1528
36755,8605
34209,7148
22051,1687
52136,10582
38293,15192
27686,12771
27079,2422
29230,4411
22288,1382
30656,3115
47697,4572
18873,2002
22633,2686
7839,924
27536,2919
10295,1687
12767,911
18557,3205
33462,3214
20074,516
80263,12368
22108,835
4510,550
44588,6935
21669,3580
22861,2318
33863,10406
27884,2333
24796,4791
34159,4534
17006,1329
7185,874
62255,9501
29229,4091
23546,1682
18739,923
61464,14498
13860,669
26858,2563
39498,2824
9183,484
81869,4223
38371,2139
27801,2377
14848,2895
24375,3863
32602,4794
21018,4533
40310,4795
20615,1301
30544,3488
85369,5093
21993,2891
26646,4195
16858,1030
40058,5687
56219,11857
17702,1244
41524,4973
21212,1191
15044,728
33484,5104
11281,2891
26203,3892
69100,15050
15274,1688
39450,1996
33983,3688
64130,6571
18692,1616
9279,2075
43683,7442
24566,5252
20822,5654
24366,2921
16901,1121
55507,5392
55609,11808
26877,1343
17150,859
32103,5329
48607,11886
24220,2645
11427,746
13266,912
22265,4178
17075,1643
16344,1814
22956,3292
18135,8820
41072,9540
59547,5224
15245,939
63565,6080
11114,1259
60674,12730
46713,10157
30546,4780
23471,2904
42580,5622
16989,4636
14560,1448
32435,5497
15627,1919
30129,3263
18005,2140
16321,2887
36946,7528
38437,5861
45796,3616
28598,1284
18180,2263
44050,5634
33186,10244
18165,3050
33969,2513
23622,5391
7787,410
29123,2686
38994,4949
58059,18948
66759,6151
50620,4410
41799,5753
44586,8232
16416,2165
12528,1594
32105,5263
50722,12287
19655,2618
26109,3163
13724,1218
12192,712
21609,1373
17647,4149
51334,18407
73993,16425
30275,3194
59069,4632
40980,8039
30412,5611
29693,4753
16190,11836
12693,1817
32738,3846
35157,3166
38217,2279
14404,1807
7372,683
15159,836
25514,9386
43757,4541
29637,4184
34517,10089
10720,1284
8436,803
40787,4742
37743,3795
18522,7518
11584,659
8536,773
37382,8370
11388,885
41037,7554
28134,3106
86800,15092
19719,2290
29154,3834
74340,5131
54081,5499
9416,1300
37317,5324
26340,2856
22408,1541
32458,552
13820,1133
42871,5779
38895,4942
11605,1661
12254,1141
23864,1355
40682,3095
13943,773
31565,5176
11908,1578
18836,1591
45565,5091
20781,3188
57750,4473
34820,3378
36952,12382
48030,9051
55135,11061
24095,1708
25518,4876
1503,756
28319,1814
44391,14234
40362,4763
27218,1340
35294,4370
44733,6009
12871,1241
24151,2002
6200,780
25363,3348
47753,9778
89042,14993
13226,2648
10520,1036
9181,1062
36573,5515
40147,5199
44711,24439
25037,2511
38857,9992
18880,1379
65604,8457
27951,1975
13968,2923
19812,3116
59591,5354
33347,4142
55407,13243
18881,2695
12497,457
26822,4846
44530,15467
11612,620
17130,1305
24236,1683
23661,5109
29496,6659
43461,6039
53594,6418
7190,959
57041,14407
39855,2144
19896,1169
23586,588
9998,1618
54595,9178
12689,2522
58128,9385
52030,7936
15495,840
11606,788
28689,3792
42507,9316
12987,535
27233,3053
15711,938
31282,2481
93509,15983
17532,1736
25395,800
7003,1149
51974,12686
72141,15057
10641,904
11715,738
20675,4187
17105,1488
19487,2146
12598,1225
58669,10786
33175,5059
53503,5832
41966,10539
8210,1471
61188,15048
6182,376
27345,4499
39373,10924
55465,10079
34618,3835
27017,957
14328,1754
30882,3511
107798,5423
17183,735
15319,2455
49235,7027
17884,2246
18803,1789
10737,1639
11671,733
60621,9148
38634,7336
6116,670
9369,595
41899,6785
11049,2642
54027,3439
38111,11087
44992,6587
94447,16224
21439,3255
14529,1704
36153,3594
4268,725
30344,5172
31266,5102
30225,2909
14181,920
36950,6122
5283,357
36956,2916
19570,528
26353,1499
13472,1774
60923,19196
14218,1676
19208,1606
32115,5338
89694,36895
5914,856
20630,3498
15277,18739
14489,540
16425,2196
32858,5426
52789,12675
38141,4609
35867,3901
30771,8417
10699,1744
34973,5472
26126,1524
23523,4820
11518,901
29347,3523
27221,4070
12506,803
6632,453
31473,2310
50961,5706
20452,3728
38063,4918
8420,844
49115,9663
37772,4577
19863,1111
26209,2176
19964,1462
115143,12837
13193,602
9510,1168
58453,7388
19055,2542
36230,6987
8244,1575
39823,3874
23625,1890
28224,4714
12850,1374
19209,1058
40614,7454
46492,6451
12190,788
51930,5017
29014,3574
13588,2238
29302,2322
35876,4198
58884,6818
23422,1698
24225,5774
15065,1420
20566,3060
36455,5076
72466,7075
43048,10408
10532,632
18013,1292
32275,21199
36357,8161
11837,662
20009,4895
4776,513
24224,1946
43144,7200
3680,1157
6896,561
23184,2731
19416,964
28243,10100
56647,6748
44836,7961
25342,1825
22711,1505
13845,991
14987,1119
22169,3630
29751,6901
1783,1286
20149,1412
32027,2284
38636,2840
28159,5953
40290,10750
29807,2179
95106,18077
39774,9210
12429,770
16729,1045
28749,7607
26851,5394
8604,759
30786,1459
22536,1895
15809,2701
47876,4738
13563,2139
50293,9874
8689,478
32722,2633
44234,7250
87881,13597
42174,3498
81793,4891
38811,12208
30567,5942
30594,3563
26695,5781
21650,1991
20004,4103
33785,1119
6504,682
48650,9036
23217,1104
9014,820
25060,1520
38208,4212
26570,2377
17469,2190
35074,8275
13487,540
23616,2606
32465,1234
13716,1424
34958,6518
30302,5058
20657,1775
79625,9906
70889,11443
17430,1379
10931,2378
19799,2764
17205,1994
17143,1302
16083,1780
6556,848
5011,900
56227,7962
43835,5536
22452,3698
38913,8238
29734,5332
33374,4747
37785,7414
89792,10259
7474,1048
20295,2409
26081,3691
27063,2545
34358,3929
41301,12719
33705,6203
29257,3944
24366,4070
69983,19082
27973,3927
3966,397
28946,3183
28720,7185
10154,695
29263,6675
21218,4649
18629,2070
39651,3908
52238,1940
36374,9370
8161,428
16801,769
27900,1237
69319,7287
40576,6282
7490,390
9984,635
15301,1744
20400,2934
31385,1131
34497,3627
11951,967
50512,6960
40759,7427
31091,2484
32838,4416
78186,8047
8664,1277
155139,30542
35569,2301
29157,1900
31793,10722
18470,603
24053,937
125977,61647
24370,3707
53244,4421
60141,14760
58879,9281
15271,595
28360,6973
18398,1735
39192,3770
36595,7208
88316,11796
48586,12474
23847,3362
16077,2602
12566,1283
32752,4350
26240,1546
65275,11225
72203,10932
24466,739
16123,1848
49056,10877
46956,13371
17000,1909
47347,3803
28204,2852
41699,3435
51072,10292
18593,3029
13416,1513
38262,9340
52708,4571
28052,2680
11537,1941
20786,2126
43375,7362
21408,869
19725,5103
37486,2568
17963,1241
28112,9941
25202,3663
14230,1608
7214,388
20875,2834
9519,768
10462,1815
73332,16834
50559,2666
9057,869
16898,584
31786,15023
40184,3814
41044,6484
20924,635
35190,7963
10501,1756
17989,390
26783,1608
14629,2366
63383,11331
2629,429
34668,5001
28297,1931
74988,10053
16441,928
23513,2785
59564,2835
30757,1982
30318,5821
25759,3506
48897,5365
97098,8379
41730,1012
48302,6243
45752,7618
13710,1004
17638,1159
70882,19384
16057,991
50457,13612
58985,6036
8045,407
15870,2231
29733,5647
23323,1812
9957,682
60455,12373
30116,3728
51783,11325
33006,8545
18219,1961
69127,9535
47850,6371
30420,4697
21708,3818
16779,3045
8841,489
38336,5738
63242,11358
9387,665
22602,3524
15733,591
5183,643
45299,2255
61593,6542
47325,4722
8726,1022
27201,2818
6169,636
17854,2901
36377,7098
29506,5488
45753,4186
26384,3224
45144,6320
21242,2712
39512,9215
29524,8820
22106,427
27753,5506
40056,4718
21752,2077
14500,874
24227,1633
44422,5376
17584,2025
15824,2258
26589,6542
10271,1627
44535,3555
15378,962
25333,6552
32527,3444
22643,2119
56810,6067
27915,3272
16204,1593
18398,2759
13160,2404
35350,6900
29597,3433
22797,3831
50453,2517
12825,959
59559,7623
23877,2684
9851,907
37441,6908
29238,595
31499,6032
28208,2717
16115,1595
22836,2668
51660,6535
14967,736
5530,3096
13528,857
45059,14862
10810,1867
35749,3097
7900,551
14310,2978
22910,1461
38403,5509
17106,2925
22062,2155
41972,4118
61406,18175
25609,4971
20992,648
32401,7320
17985,2003
19079,1192
15087,2088
22082,3351
7899,404
15784,1199
5828,611
7351,680
62174,21518
7743,596
12069,1844
18805,2213
21581,2414
22757,2517
45572,7402
34194,6788
30143,3652
35566,3802
39156,3263
26679,2261
100640,10061
19693,1896
14060,1513
19583,1469
35209,1808
30963,7573
25654,803
50995,16467
44783,5581
41392,9495
12143,1691
24934,7754
15197,1481
12562,1226
11534,674
39455,4019
42046,10014
35222,3200
41823,5603
6616,452
26922,5229
22833,3047
17077,1089
46408,6504
35479,4403
18387,1557
51996,9774
27095,2147
17563,2746
31654,3742
21665,1653
48055,7472
45324,5336
38459,5571
34833,3944
19369,1969
29292,7142
46308,10756
46572,4628
15228,640
29109,3373
8731,590
34217,6137
60684,12436
51869,11730
28885,2857
7391,1738
37865,7801
17851,3177
41090,4943
52528,9505
10085,735
11911,888
26175,5019
18760,6366
12302,1085
18675,4076
49075,15061
18652,1573
44211,3744
52415,6310
37940,1512
17965,2804
31092,7005
35464,12619
63167,10036
34979,5315
13380,1232
22624,3129
25725,4323
32950,14190
95450,17416
14683,944
11959,671
17883,2986
106057,15262
12241,1652
7743,1130
3415,348
26916,2349
16161,2004
39435,4811
33472,2123
9497,589
21675,3480
25299,1128
60453,9878
36698,2888
48317,13401
29738,2409
8218,1904
5756,622
18937,1490
12841,832
93306,9459
19471,1117
25911,5444
18753,2534
33817,1283
31798,728
20814,3072
60262,15525
19200,2893
30417,9416
57949,7721
16391,1841
8816,1061
6499,819
58444,6616
38247,6724
24631,8374
31420,3518
102578,28609
51840,6756
16533,1238
17073,1704
10649,839
42136,4463
14458,1810
57806,9945
57684,7289
28686,3242
47422,14700
39057,4989
15416,979
22905,4646
10899,968
5621,393
22801,1694
26052,1312
20653,1233
6541,812
20537,2262
34875,4405
17060,3925
15668,1730
12788,2372
52026,5269
39064,3663
8423,1475
44830,13771
91208,19799
12061,1135
13791,560
46032,4916
33798,7853
14585,712
9503,1110
7430,1640
7069,462
121455,16171
17598,1679
56669,9736
10864,1107
31100,6461
69534,8631
18400,1680
9557,1430
24340,2125
27526,12393
72277,14555
46690,12477
44869,12597
36952,7444
20611,3459
30113,4165
16828,1501
35078,9811
12817,990
46817,7936
65491,21236
35940,5156
66234,9618
36247,4525
46999,6936
26746,1245
30060,1147
27288,4699
29919,5681
26276,3057
10641,1850
21535,1855
90289,4583
21928,2465
17393,1106
7978,459
15012,1654
31007,4459
22982,2270
32207,4385
25029,2819
45017,2497
7986,553
32869,3701
23198,3524
28487,778
48460,10654
47597,9264
21922,1376
13250,796
40832,4401
30294,1282
64898,10327
29885,2054
23100,9825
76665,6732
28705,4884
42219,9415
4050,751
62768,14163
29755,4162
70399,6361
16297,2708
14294,1205
43946,3359
14974,1259
33474,4005
19696,739
16515,1905
49706,9721
65733,8355
27664,5852
46145,4770
28174,3053
5738,474
55554,5105
19937,1049
60373,3455
15281,3210
41775,2649
29306,3863
43909,8426
35950,10292
20733,2074
12647,1564
31262,5358
50051,8177
62158,10044
50957,3016
51647,6952
30261,5732
53613,5788
14882,680
19375,2168
53968,11290
21068,3345
13736,1621
79770,15247
66293,13474
86135,16121
35961,4586
6963,689
16866,1104
26508,3163
30935,7398
11148,1440
19542,3438
35654,3870
10982,568
28378,5173
26965,4349
16948,1089
20919,2033
25789,2279
6416,666
8081,639
43281,3319
158065,15268
7946,617
25123,1727
47345,12878
22261,4342
43839,9173
43601,7968
121740,8868
21415,2108
8577,574
62398,3819
25198,1729
29877,2075
34878,4854
7765,680
63401,20119
27391,2477
28912,5335
7624,1056
37252,2271
22710,1033
33154,3625
26059,4229
27384,2295
34117,5604
60650,10307
37962,6743
37902,3679
15948,827
25290,4669
24971,2358
42961,8707
46893,17498
16099,2093
48260,15757
5853,560
20263,6362
41932,7921
36685,4115
46338,6235
33334,2242
23671,4441
5443,2615
35851,4909
13923,3814
86812,5701
15718,497
40947,2456
30489,4846
5803,435
28273,5504
56191,14925
19940,3731
15487,1553
18979,1837
35724,7142
38023,16066
30411,6865
11501,545
23279,2889
33508,3481
86277,13912
17702,3038
11798,1095
8108,1059
24043,5813
83720,14530
36478,12269
48671,5365
62996,36792
82292,19952
63424,2560
40220,7851
25018,4933
43298,4878
17179,1452
17697,1627
22829,4423
40809,6079
28963,6137
36681,2147
10798,1705
56768,8364
41495,1452
22668,4593
43947,7943
86209,28510
44032,4832
27798,4329
53714,9500
22467,3629
77140,11087
13943,1045
31184,2988
99292,7898
30159,3022
57818,7393
73148,10269
49546,6870
27047,1487
51307,8651
52470,19908
22201,932
36886,3829
54986,6427
5657,1342
27035,4164
43167,4253
80028,8951
28265,3558
48067,5099
5668,839
6985,1394
62243,6328
58003,8473
11223,691
9541,1094
60594,9086
12662,1724
45085,3950
11343,478
64325,12836
48408,3835
37968,5900
39256,8331
63271,12139
11199,973
40937,5121
31338,2594
15448,883
9383,1493
27597,4945
42304,3109
23098,2105
32837,2672
11787,1062
46346,5012
20749,3062
10552,2956
44394,11711
28959,3694
50904,5744
15171,899
66181,17127
23496,1724
42302,8454
71070,14017
17383,1952
15628,1991
16790,1232
61528,5038
8954,1087
36081,5406
46198,11827
18483,1126
3356,629
52964,6616
8948,1070
38024,1569
22089,2187
8437,2733
26574,6888
11529,861
49533,4156
25617,1611
12947,1372
7203,414
26051,2622
41599,5512
22157,3600
16665,2066
15801,3745
35365,5702
45749,11660
21533,1290
67641,5085
32849,2826
20748,2630
118972,5579
12049,1373
4879,1659
20465,2459
6425,471
48990,6670
24347,1721
18792,385
33119,2471
28532,3338
59562,4935
95585,12017
14379,1162
25363,2823
43751,5579
53949,22227
16040,2109
20006,2321
57377,8420
46755,4066
38904,2554
50853,4216
32727,7097
61438,21086
28253,9086
25263,2402
37958,5318
27912,947
21927,2555
37461,10054
27288,3251
49653,7515
49694,4358
39913,10121
20323,1574
48251,8565
23649,523
29247,5522
22967,1632
28725,4015
30650,1902
56367,10548
21647,3345
21939,4619
21891,1979
23725,2385
17777,770
21479,1920
9300,732
45877,6308
55363,5194
36530,15608
31268,2896
22168,2245
35083,13900
7494,775
23496,2734
6280,4638
40632,2947
78754,20672
42078,1650
7467,780
51721,9363
17568,6981
5364,567
12597,1797
9276,370
42933,5957
46359,10521
57091,10980
11138,1330
38796,4166
40601,3573
50926,14304
28130,5390
19313,1737
40327,4395
32745,887
37562,8110
42620,4737
63069,13157
32812,8783
26368,1217
6335,502
14724,2485
13734,2303
14929,2276
20052,3044
22829,2570
9036,448
30331,10937
14620,1610
32255,4795
37732,8671
42243,5368
48740,6792
33055,1246
20125,2855
19498,2464
23619,1367
20005,2163
25824,3176
55615,1909
35483,3169
19474,2727
26213,3619
6718,498
15384,1194
51949,7040
26178,1426
10669,981
91803,23050
72177,10171
30893,6770
34043,3277
5771,646
31146,6820
13992,1521
22069,3258
24624,3762
33008,3387
40994,5238
51251,4099
9801,1722
10685,838
33563,9019
73622,17874
29013,4508
29618,2131
29612,2496
44620,15595
5671,530
22102,7413
44584,6003
8629,2433
68258,10200
19554,3423
45224,25013
49525,12466
40897,2534
24661,4168
14880,1033
25996,2306
33715,7249
7108,1117
28437,2247
7349,1158
8621,400
18394,2156
36822,2862
30979,2171
58959,21757
38577,8943
45335,2799
27472,1507
10422,882
44115,5801
10900,758
44841,4297
48664,1747
18307,1635
12680,985
23915,2640
53010,7058
57495,2093
27422,1879
34227,13237
67996,3605
22018,1015
10229,661
19275,2504
14423,637
15243,1218
53101,8907
11501,560
31360,3870
13662,567
13077,657
63510,11873
6800,2880
35969,4048
16982,837
23947,2005
10774,1316
13432,613
55591,10941
7523,448
14611,1161
18395,1186
17545,1698
20872,1440
47942,14848
29739,4068
16095,2950
45686,6950
28035,3567
31672,4152
19815,4611
34946,4118
53540,18857
20654,748
33151,1276
13592,668
18757,2236
43842,8278
31262,3533
32887,8600
85138,18028
27857,3346
10856,929
25198,3302
41784,14975
18969,2704
15067,2162
33104,13016
62460,7410
86486,5577
62744,5263
39580,5813
52344,5990
28906,5211
15458,1475
28618,6137
43381,1701
38577,1873
36458,2556
8335,1261
46355,8061
47540,4901
9043,1155
38782,4550
50375,11901
26263,1744
11893,912
21364,3077
23931,3768
18280,2024
41996,12630
87358,31137
64109,14419
7889,602
64146,16126
51321,11821
40294,7396
39809,7775
9759,714
8272,930
24578,1656
21483,3270
53521,11291
47277,2366
54992,11507
27030,1529
30662,6762
28237,3083
40400,12867
24145,2166
69123,5807
62993,16181
33020,700
13855,445
53847,8575
39270,3994
68671,12135
17519,1521
19902,3546
20992,2495
58300,11584
9035,1058
76023,8192
7730,1036
14684,770
56518,6404
21687,1688
41761,5077
-6,377
37293,12989
24046,1308
35760,9066
36826,9844
17698,1570
5201,437
16596,3075
16738,1283
11027,760
20257,1362
17205,1546
21724,2852
62784,8467
16425,1675
24478,2424
9945,1888
61285,10986
25590,2200
32503,5899
30413,1723
37425,5967
37922,6807
42532,12275
16702,1705
19948,2598
13306,1651
16209,1649
56865,13399
