"RL1-A","YL2-A"
56125,2994
45708,11875
27078,3160
32549,3401
15669,1519
48730,14445
9570,714
32501,7978
10473,1344
46825,7833
21536,1680
44133,3749
15744,905
23942,3048
15519,1194
4935,2760
59356,17024
12794,1183
37193,7418
12856,1640
29111,842
10847,1107
19478,2047
65591,8670
5484,1038
11343,369
35489,11924
12761,1899
21949,3965
11298,1245
31472,755
19482,1731
34891,7662
15106,2030
5059,479
15363,1462
10978,2634
34640,12204
32000,5085
59883,9939
30722,5578
66246,8549
20704,4228
17696,6076
26397,1327
52955,8487
8265,718
54186,7892
31279,2075
36274,7372
24090,2522
14385,880
30287,6471
15927,637
73115,16585
12932,1427
12726,519
3776,946
31777,2786
70884,5545
24160,3077
7967,1265
54391,7728
33349,2703
7060,1305
13296,1511
94086,8751
24056,1383
22104,1919
19999,5897
68018,15489
34787,2287
39670,2872
18921,1364
61640,4650
46523,12736
6592,1036
29859,4231
7240,771
28392,4103
89264,11618
32592,5121
46534,9453
10549,1534
19580,4635
21558,726
45034,9817
9018,864
43118,4301
23102,5276
26125,4435
25967,5255
44470,9805
7476,1761
63464,4445
11731,1675
20853,1934
58684,9407
6216,1884
13402,1130
23137,2651
53982,6909
65298,8662
19652,1888
16985,2358
11888,1812
19678,2001
28827,1831
11326,1449
16329,1785
19339,3585
21015,410
34469,5182
46714,6903
19110,3045
37159,3663
28021,4470
7436,1919
31931,5558
49490,4885
34034,8502
11052,686
7908,1969
10705,1804
53980,10167
41058,1506
10962,1008
14258,1468
15425,1719
49523,4283
29858,1474
66190,13778
42644,6348
25465,3280
18728,1611
65969,12801
34397,5776
21810,1356
52431,10301
20065,1489
22561,4479
36832,7671
42939,7240
8426,738
4585,476
13533,969
77396,14477
27141,8349
20320,2129
9594,1047
11599,1468
17806,3347
22568,1473
26348,3101
9856,730
26377,986
23744,3077
40848,12602
14259,620
9063,1111
46725,5230
44003,13674
23810,5324
33131,8857
40109,5073
7773,1439
59234,23662
19036,897
103557,10144
47553,3602
30511,3687
40482,6520
97176,7630
14296,1956
5189,1211
27024,3331
145437,40217
21245,1063
7139,948
22146,2489
30250,5449
22465,795
5632,468
14362,1787
10582,468
11798,1101
53678,4889
82647,5005
21891,7717
18437,2531
65985,14546
37105,6183
14643,530
27475,3767
76917,13997
16124,1811
26566,2562
4065,442
14163,966
58738,14591
19211,623
32123,5287
40802,8117
61554,7168
58814,10899
36367,8032
20955,1505
9409,793
14281,1676
37271,3431
13585,2245
34880,7151
30930,4398
23941,1804
40931,11483
12040,2151
23855,4643
27096,5569
5484,1364
39245,5003
37023,7014
27841,4227
16846,1632
34410,2696
33622,7553
23731,469
9225,819
17488,1144
71695,11228
3014,382
28902,3009
35593,5694
7944,734
43444,7173
10870,479
39787,2851
32994,4382
-129,398
25404,5277
31515,2039
29719,5722
10954,611
33131,8055
27205,4742
31769,5763
80349,8828
19210,1416
44588,4777
15903,1922
50237,6348
32475,7102
22793,5014
22325,845
9232,971
34005,10592
42131,8246
39396,8180
41592,4073
12329,1972
14822,1227
17211,1278
26540,1734
57494,14092
36482,5298
57530,4813
45637,5366
126816,46512
14185,2446
21506,3127
27607,4206
79082,9374
25989,5545
56491,14673
20864,2506
7998,3398
22265,1718
18626,2754
49756,9473
12620,1527
17903,2563
6991,501
14013,1395
8116,752
31913,4754
37798,5922
34075,2506
24568,3624
18643,7674
29341,8429
29458,1988
40658,4504
20607,1849
40374,2143
39875,4331
11726,2077
8143,582
46845,8717
73771,3956
18820,1270
18584,820
15547,1219
9134,754
50652,7543
25491,5371
15086,2071
9240,423
29942,6933
17120,1261
54858,5516
26825,2147
38718,8281
9895,3462
10362,1157
23889,2288
17399,1862
25252,3104
42999,5117
8266,607
41921,4932
23602,2757
10609,2101
24861,3384
14151,710
43440,11132
53134,11056
62089,9137
26368,8900
26910,3355
18987,3246
18395,2071
40891,8361
15447,1563
23786,3054
24265,831
21926,1889
49555,6558
6589,1104
30335,8349
30431,2028
14584,1085
48947,5612
31278,2787
22149,2725
15667,3864
18203,1969
38569,3762
39794,5210
18234,2881
4194,704
20138,3705
34561,2484
14212,2200
5550,2321
8090,865
24742,1217
23370,2901
50096,10313
17619,3054
16700,2161
17135,1207
96246,15123
14280,1904
50472,2959
46936,7769
13727,1311
12095,1618
10713,1160
60702,10336
7152,825
60142,6372
18892,1363
24820,1299
17547,2130
20664,964
74873,12172
16436,3339
42167,7356
46933,6634
9971,1640
22585,6847
13245,3794
13752,1587
3145,924
22785,4017
62213,9444
89237,28202
18063,2704
23422,2193
17150,2095
15284,901
15068,2412
67312,16971
36755,5136
8464,418
8894,369
22240,3118
17473,2206
46056,5767
12289,1044
26281,2595
36761,2600
21486,1730
24866,3872
61111,4242
24160,1993
34067,3129
60688,8978
25224,2264
33514,1106
25832,2133
26807,2061
48408,3040
59375,8536
18376,1732
36255,4282
33856,3043
9279,1345
47021,11653
8606,1159
12809,1590
8752,1111
17364,1561
34282,6865
11388,1328
5701,512
21177,4915
21448,3223
45261,9952
38286,9302
53872,15703
48025,5811
12002,1006
8862,2043
28791,3722
38837,4683
52391,14312
61982,8067
19477,5857
17022,2381
13522,1109
34072,4553
3958,410
11709,1195
4434,371
51444,8627
56020,11694
19271,2491
23851,2700
439,5325
12351,1096
49049,7163
14603,2818
20239,1150
20772,2834
42442,15468
21721,3471
9994,851
23172,3182
11936,1341
8720,1115
38560,3624
19501,852
24997,2932
23082,1585
19562,2292
13226,1613
58551,12304
27544,2797
17749,1887
-115,352
47290,7848
35754,3437
15326,2891
36915,7365
17435,1942
23102,1260
42998,7558
11293,1854
9306,432
66564,4403
76328,31712
14083,1726
15876,1078
7921,471
46305,8866
74772,12041
11351,1468
11825,1958
37862,4915
42021,19943
44712,10118
30586,7610
40395,3652
16367,2802
7519,1061
5405,438
18352,1542
24827,5229
30905,5112
48767,9224
41992,4370
16315,1026
20502,1097
27506,4265
28685,2935
17149,1577
27976,2168
29128,2074
53666,5892
31310,3831
34166,1726
36057,3893
14011,826
10588,757
21081,4519
30397,2842
27040,3993
25105,1810
7721,363
27605,7391
9037,1712
25122,1242
10327,1316
38274,7697
53584,15302
26867,2593
18947,1953
25965,2567
20570,3591
99461,19752
7268,1001
39298,12199
56286,4358
19247,2528
67265,8259
35676,1805
23971,3462
15484,2261
55980,5953
33824,4773
39263,7332
19834,3174
9188,1111
26533,2423
19271,2858
102769,28865
11977,1463
44173,9676
45364,10049
4188,716
7123,654
27397,3289
134843,12915
56080,8097
11479,1442
11348,1204
51467,9394
2729,475
11248,1051
25436,6179
36001,3649
43107,2795
39242,3430
10538,670
37810,6319
52330,8883
16811,2117
57020,7445
22923,2921
41865,6401
36838,3641
24477,1948
7091,588
20763,1196
23038,2407
59644,6659
14389,2405
91491,10368
21469,2067
3335,728
30071,5149
27319,3658
16463,815
3511,655
71295,9595
5030,395
20247,1865
80140,15441
60157,15072
55329,12781
47906,15667
11718,1875
19791,2541
12910,2952
59902,7999
19220,3751
146744,26537
23202,5048
44694,9747
28076,3793
52403,5531
29054,2172
11716,654
23325,3421
37041,5321
9940,955
33532,3487
27413,2129
66011,14521
51878,9342
36734,6221
15780,3671
48293,3476
24482,6176
27538,3982
29909,7061
18470,1904
4268,479
22276,1498
111737,5415
12730,457
15312,1415
12844,1404
29110,2963
17823,2270
19690,2749
37430,4997
96452,13811
55990,5709
34904,3540
23368,2572
19143,2779
41140,3132
9330,1059
29712,7446
17851,2104
5509,1056
30196,2061
92945,5962
38151,2840
8935,1350
32337,6230
47996,2388
53613,7356
24634,3842
56824,10970
16485,1722
23265,1020
20502,2818
53243,7629
8562,616
12747,1795
44864,6959
64675,10921
57499,7051
45916,5541
32126,1681
19386,696
90267,13192
12881,1017
46162,10058
27749,1908
52141,2249
13857,1233
29413,2876
18948,2124
35579,6718
9400,3243
11210,846
44468,6704
11928,1102
25987,3310
20856,1878
18280,2153
21017,3373
16638,471
35374,4680
9919,1628
22762,1027
30392,4305
19909,2831
24880,2749
55503,3645
18363,1850
67872,6971
9329,961
9489,856
28257,7723
31474,4328
18128,794
37718,5449
28912,5071
30794,2206
50316,8713
19777,1510
45082,7377
18106,1170
99478,18034
23362,1941
36193,1018
12295,2347
15304,2467
26294,6854
34526,13801
68856,22462
27259,5258
5372,1073
35308,12840
11693,1041
71749,9519
55317,6129
38057,5571
59763,5946
79944,6038
11383,668
10476,1334
24807,3957
26799,6710
30644,1543
13163,712
42430,5384
62774,7611
56794,16669
15441,1600
26785,3257
18990,1188
7871,668
51778,1272
15450,2190
33960,7053
47318,5348
45646,3964
34847,7948
41427,7608
28684,3131
117990,26389
11097,1447
19769,1805
14400,494
13361,1334
46525,720
31678,29261
6879,849
8647,709
39447,4723
54047,12473
20489,2592
33503,4672
18658,5489
24644,2830
22648,5922
26079,858
30741,2059
32712,1337
18321,1612
10463,524
14864,5139
38,3510
11502,778
24858,6571
30177,5079
28532,3252
25957,3918
52546,6305
22657,2130
21047,2469
26658,4233
19157,3772
16720,2113
10694,601
53666,7404
49188,5230
30649,9047
19412,1021
39993,5845
28683,9819
66164,7253
32127,12634
35305,2626
33810,16531
61947,11174
33310,7091
18107,5521
70374,6776
17494,1328
28492,2918
4063,526
28199,2593
25127,4420
19765,1757
88025,18481
10574,926
53249,2679
25934,1484
22252,4544
12745,602
33148,4735
32608,8336
28998,3011
14453,1399
93945,14712
22026,801
50485,1537
26396,2036
9726,973
54432,11763
40558,772
31168,6584
10497,459
15307,1698
23397,2341
22301,1238
21868,1774
7762,958
17722,1158
14185,2113
24242,3543
41319,11084
5924,1105
56950,6764
44941,7069
11652,701
1805,361
32914,5612
31088,5032
15755,1300
22915,2816
16830,2461
16274,1013
32527,5325
36101,9003
65818,12951
14616,1654
31808,5051
44874,8905
34512,5328
9798,1689
8392,1207
20242,2906
8382,2475
31464,4082
31472,4766
38080,7244
24667,3446
46311,8032
28749,2279
29958,901
30977,1642
13688,674
31016,4332
6500,680
9757,1483
26121,4136
16804,712
89825,10548
53547,7037
10916,1113
13839,2241
36748,10451
36413,2442
23633,5014
13165,660
38732,4694
23647,3208
20180,2842
31555,4305
16430,1943
24720,1998
78821,13644
45590,4867
23841,3092
30157,4860
20799,2695
18483,1015
44751,8703
11085,961
13912,1183
10188,17066
16041,2208
15261,1332
49898,3846
35109,5441
50786,9570
56905,12853
71583,7044
59738,16908
26912,2300
9885,617
9808,830
21757,3278
35769,3724
10606,746
38795,4231
90563,13477
23077,1103
41355,5924
51798,6333
12274,936
8221,3269
12833,692
20090,1539
40534,3901
42953,6543
18175,1270
44998,2180
23389,4808
34542,6496
34076,3808
16479,3827
42427,4035
57420,8647
78045,39777
68382,19328
10017,698
7868,1249
49621,7172
53624,8987
26530,2937
15671,1366
16395,3839
19600,9908
17185,1674
29768,4896
39632,4283
25084,5238
46292,3009
16030,963
71536,22250
22053,3997
56439,5981
12723,531
8671,882
19684,3208
28771,826
32294,2288
13295,1099
22803,8184
38061,2475
35544,6603
13069,1019
34288,2443
19555,1481
14620,2503
29376,3674
9168,532
25281,2609
21172,2403
28419,3683
31320,2589
30613,3016
37389,5801
19376,2155
49563,7117
31372,3348
18035,2431
14482,2755
44881,11857
18790,2979
5692,824
27952,1707
15958,1140
17586,1395
53315,14587
52036,5003
20977,2791
31811,2390
33985,2239
54719,11615
17098,1591
31070,3135
5047,616
25586,2959
28704,3058
99086,15081
15442,944
30951,4431
37127,3985
42862,10010
38801,3893
19796,1808
20801,2433
7749,445
26711,3652
53806,10928
19847,2337
27804,4699
16878,1052
16712,2017
33348,1704
20887,1360
27414,4937
81751,12107
47052,10920
32400,7514
28188,6789
28072,7204
6283,550
41566,16837
52950,7528
24242,4041
10698,628
30040,5794
19789,4300
38847,8440
43041,3294
62162,4188
12763,773
30357,1829
5034,700
44574,7745
13062,1390
25583,1420
62664,15278
45853,8239
35670,4288
26237,2706
61474,6706
39154,24192
35612,6365
57959,2772
26140,7796
11110,1776
21856,1562
68935,10833
55385,6972
52220,12774
21296,834
61858,7673
47183,5166
21061,5066
36183,3162
23362,2411
38964,4451
28985,5951
25281,3723
21393,5554
36892,8354
19511,714
16872,2769
31904,5321
43877,5770
31724,8713
60834,11088
31515,6148
19370,2038
55624,6845
57052,15673
16914,3478
24122,3235
13883,3795
34213,1480
13550,1902
53236,11011
50995,3452
29813,4426
17742,1613
33343,11358
7708,851
38496,5136
55509,9429
41413,3254
45152,7687
63928,12618
21211,1178
27019,3034
21371,3336
44135,3298
49579,4194
36765,11235
16741,2081
23640,1917
78537,17934
57586,23573
22866,844
49091,10225
33965,4520
23629,1012
21160,2325
59650,14155
27665,2788
22576,1916
10276,534
60903,10148
49060,2362
13945,2075
15227,1841
9417,660
67070,8862
30512,7634
36980,5518
38316,4730
19243,1235
49197,9516
34764,6813
8969,922
9387,1527
30731,4093
9052,3148
21309,737
15529,1074
7952,1256
21415,1333
7817,504
21247,2276
43040,6502
28520,2872
27644,2355
28174,3631
50193,5651
29320,3539
41024,8374
53382,11978
4200,434
6929,1294
8502,888
74556,11124
59663,10245
6091,2021
26393,3133
45037,10328
17355,2294
15368,1281
22215,1968
34967,8037
26099,3346
21723,2574
7620,462
42318,5013
45880,5750
40285,6112
44915,5621
15082,1425
22037,3303
23914,1195
19478,1866
18641,3728
18071,1762
22508,2671
23523,1840
9164,622
36460,4156
7504,1056
31291,1877
32732,1503
46067,12165
39201,6243
45882,4458
22687,1566
37546,4084
59351,11983
57132,11310
26938,3125
38193,731
27622,12321
45789,5583
47004,11669
31541,7245
16278,2276
65590,12465
48603,5508
46138,6318
18267,2967
29099,6476
38398,4113
20838,2332
32702,1646
14214,3108
8170,1244
7921,398
11850,1367
43276,7405
13886,605
76789,8512
17205,907
54417,5735
42893,11472
56374,24140
41243,6304
45131,7828
14145,1558
11584,434
30789,3462
10311,368
29031,5120
59930,9515
21219,2327
20705,1214
93574,12001
13445,708
14361,2937
23670,7314
8500,858
46231,7088
24712,2481
30594,3099
15303,1706
18190,7598
37442,4746
6405,446
33560,6367
27196,1950
16728,3892
7939,716
12956,1845
26864,2659
5837,525
39706,3963
3629,776
11838,451
60062,13126
37078,4641
22317,2588
8563,2318
30292,4915
27124,2148
26281,1353
25966,3440
67505,8639
48911,8163
46834,3224
14616,4041
30980,6988
33646,5376
52450,8134
20821,3134
55478,11445
69860,19599
18755,2579
27892,8995
21192,3498
7897,497
12573,847
19061,4170
28208,4654
15449,1499
20179,1620
13879,690
68524,17344
33151,7328
33322,7964
24373,2154
55863,9911
51139,19367
10896,1818
15627,1122
65614,10660
18623,12930
10604,971
38281,1767
27269,2242
39798,4164
58199,12803
9411,705
59096,11946
17430,499
27320,4646
25326,4408
57194,6412
16603,1750
15222,654
8359,2298
14274,956
58930,15707
10544,1944
30657,2463
20099,4548
11766,734
23475,1695
20491,4546
23841,6299
32136,5799
75126,22700
17963,2457
56358,5836
32901,5437
54274,8876
50037,10067
46373,3601
15409,1490
49250,9169
18795,3345
68477,12514
29203,3287
20322,2428
16163,1582
35827,5201
29688,2021
18340,2807
8657,544
33770,2026
30855,1949
18836,2743
79720,16577
17656,2430
34036,2918
44117,4552
9117,1692
87286,11283
30804,3987
57508,19756
16595,1501
26624,5845
14279,1864
52846,6364
35947,3793
7012,436
13411,634
17420,1248
42829,5788
41371,4468
40284,8017
20654,4687
14397,1831
9105,1490
11600,1767
28159,4725
12828,1797
26206,1226
23853,3038
67905,7891
28506,5032
39762,3406
51651,7944
53905,3630
55806,14624
27112,1551
18306,2061
42775,7108
25557,2594
9212,2141
42708,14012
16795,3335
14592,882
58355,24101
20042,2036
27882,5541
35916,12732
30635,2702
29515,1202
22171,5790
15637,2352
16980,2367
23029,3992
29217,3258
24404,6259
23919,3237
16856,1323
69577,11042
48438,10379
21053,808
82093,25156
16259,1900
40456,1889
24301,812
23348,1828
17197,1508
25777,5176
22379,1913
49270,7942
14178,869
34195,10073
15139,1457
29705,2866
65676,22298
12804,662
31385,3028
15136,1680
36673,6507
62015,12242
6320,2180
35846,3563
31507,2767
446,418
54011,9687
32842,2134
14411,1665
100535,22856
46847,8527
16786,1046
83232,5364
21599,736
30686,5612
14253,1407
26605,962
33042,3722
26653,1011
50064,8038
21094,1139
30805,3881
48963,11019
9070,414
39307,12338
14070,1350
14196,1098
35295,4402
23762,2665
12952,1351
8420,1890
14479,4351
53227,11448
34688,5007
38266,2968
28725,7798
44385,3628
46524,5368
39878,4509
33735,3320
63257,9443
46815,3242
13741,451
19253,1348
29768,3344
23262,2470
25011,2629
6250,447
12568,406
23868,2425
24425,2233
50992,4975
37303,7504
10170,641
46039,4240
98444,29414
39996,5240
43949,5944
48253,6025
4842,404
27411,1891
10271,472
8706,1940
35920,5708
27905,5553
35830,1713
20657,1116
29247,2646
15926,1930
18605,1763
21184,763
8366,1915
40296,4581
11659,1006
52138,8400
15278,1541
63656,7942
16405,722
19097,2542
52621,7002
18932,2464
53601,11620
46936,11325
27629,3227
53070,9111
10951,650
22460,5344
37524,12276
38864,8959
22582,2876
7272,1022
12908,732
18439,757
33358,2207
13932,1167
11215,1470
25816,4811
20505,1152
14335,2342
5545,1067
55013,8013
23819,2658
21839,1789
14605,2733
23475,1330
44379,7773
28709,4066
47947,5681
33127,2916
51795,5874
15540,2271
18291,1537
21210,7056
23990,1399
32160,6130
26790,3225
22081,2022
44969,7495
38377,668
49747,12351
54759,9484
21311,1839
9741,1013
10014,1713
19159,1769
14876,2782
31380,6664
24364,1399
18359,2193
19522,2861
5506,463
28970,4236
11491,852
65515,5298
35660,3389
10575,798
83402,16670
12599,4639
4424,2338
20909,416
43546,7324
8365,463
52842,5123
8264,782
20828,1509
24557,1844
36469,9118
45103,6462
12103,607
11962,999
20420,2164
13924,1199
19217,1119
23110,7199
9823,860
49485,7044
17234,1365
70155,12177
47330,10413
12646,561
16428,2535
17139,1372
15714,979
29043,7391
8678,998
14232,1501
24992,3324
11132,1228
11701,1193
58295,7015
54297,4960
13204,1059
36110,2224
38806,10606
19461,1720
8695,1001
34354,5428
5710,1277
53818,7456
4344,748
14459,1359
60099,7870
12085,795
38017,2652
7912,2120
9481,895
15441,1042
28773,3381
19868,2174
26324,2049
10846,493
20636,2772
29899,3865
44281,4592
20606,1459
4403,436
12975,1718
43370,12364
39462,5739
12054,1685
12613,774
39143,5484
18958,1870
31403,8720
14031,2185
11292,1366
15567,1435
33942,3244
34146,6780
44662,5345
11814,1191
11954,942
15409,1646
40430,7832
25783,4510
13155,803
20864,1879
10042,461
5908,405
45506,3836
38108,5497
24694,3758
17363,3013
12028,602
26347,2654
9912,1134
23006,10281
26222,2521
21682,2018
14886,2305
17187,5913
19729,1613
17084,1090
26567,2357
127729,11571
36414,14214
25707,3780
46985,10490
26951,3536
126614,21533
4055,625
34660,2824
40892,7536
28939,4038
22369,2535
29735,3260
37174,4656
27984,1775
61701,10983
25889,1895
18654,4611
18079,1204
33534,4203
76917,22407
22475,4408
18414,2124
13622,861
22439,4138
27570,2386
28095,588
52022,14203
40233,6469
23722,3184
28774,3602
60782,6689
10584,1404
24294,3568
38388,3707
29378,5633
23985,3377
34911,2807
43574,9658
15073,972
17395,1254
21076,2188
17945,4206
28867,1671
17578,2002
24027,2296
13897,1344
40272,2216
42016,3912
17408,2357
67809,8258
23797,1782
54608,8719
53077,14049
71344,12265
17788,1602
37580,5294
26436,2471
18420,628
96262,6277
8672,1523
37256,1935
28369,5800
32953,3914
20925,2824
43056,11654
49790,12954
36921,6250
25875,4561
38086,4344
48605,7603
21799,3294
26058,4670
47555,5025
8735,423
9027,463
10917,2404
6586,915
26366,3399
34332,3545
85651,10373
45730,9620
6847,1072
38702,2363
16210,542
46863,9181
49407,25702
19680,1710
26876,3705
10427,668
18245,7145
45974,5951
18863,4466
23180,4183
19339,1728
7050,453
39351,7583
18390,2994
102485,18660
45287,5593
7322,689
37599,4527
50487,5175
49344,17884
14105,480
69835,571
100276,7777
24371,4417
34422,8141
33727,4310
22611,2006
37708,7176
52257,5749
12748,1178
21099,2157
36238,4245
13366,1731
23759,5564
34303,1144
34347,7834
50895,4857
11498,897
25403,6071
17368,2212
35674,20331
51850,9448
19880,1235
34153,14594
30426,9745
43726,6833
45137,7379
9914,1727
13638,1643
43961,6049
89733,15800
70531,13178
41248,3533
34042,3839
6510,1142
14349,2845
50657,4221
24952,5624
39494,6343
14801,1107
27097,3012
17343,2121
10674,1360
12371,1488
8501,2349
18691,2799
43443,4503
9488,8709
22282,2235
16085,1833
40405,7405
3785,477
20719,2324
15992,1709
52551,6016
5044,917
29817,4088
28069,5997
61297,7852
31641,2286
10895,873
8366,843
37698,10916
19348,2296
43005,3065
83597,12546
17943,2857
16523,3171
22499,1851
50964,8756
48374,8442
65629,14148
20110,3478
30610,4787
6006,1323
16088,1362
22715,7941
22779,1898
59696,13354
40068,4201
20552,2147
29168,4423
28101,6917
10698,1399
41518,11433
63007,6744
13367,788
14806,1868
36233,4343
3403,553
21434,1761
22742,2534
42763,21178
16101,1593
29336,1767
19750,2587
33031,4482
8872,2555
20980,1393
16628,1058
35565,5409
37900,2645
5011,371
6992,1295
10830,1234
17235,875
33398,5584
6943,1826
89883,18614
21214,3087
18985,2385
15239,1877
25726,2924
10318,1014
36155,5145
39040,2049
18358,2592
13842,9031
46216,8061
26293,2734
43519,10873
55469,10600
17505,2356
13234,2045
26387,1320
18028,1068
21717,2181
36051,1918
26524,2396
29971,3783
53920,2131
7628,443
16601,3117
24895,4837
19263,1378
17609,2188
24742,3507
21088,3449
38337,2634
16087,4166
17771,1275
25970,1789
59410,12027
16194,1885
6067,484
30620,3737
20707,3119
18542,2069
32269,4360
38828,9829
47152,5818
18898,1323
41963,9033
20110,4093
28297,4144
50907,7763
35400,1444
5533,642
13069,924
20473,1577
12922,914
15367,799
31560,5350
18575,2423
29120,1591
16680,2852
28740,2197
8721,479
18965,3859
11042,1057
23140,1120
25560,2587
62685,9026
27339,5291
34069,4118
28009,2338
58804,6172
8873,1849
45409,3114
50419,11151
45488,6667
29518,1300
13756,977
14598,1533
28344,3227
15035,2159
14300,1875
46331,7698
869,1340
10692,812
27052,3364
26009,3482
17256,12000
53829,7433
39038,12209
12337,760
19384,2273
60593,7567
15738,1560
28384,4471
39690,5765
29122,6566
19205,2707
36059,3604
5888,617
7015,998
25812,2079
91587,13455
36247,2417
18918,2986
30274,2171
30038,1320
17147,2374
54045,17499
11201,795
19134,1034
58015,10168
26459,9007
25101,2431
29540,2096
46525,4502
37485,2979
55307,8166
6318,736
36376,8371
36319,12383
28690,4401
45329,11169
11649,1714
16059,8301
56771,2228
48739,2864
8700,1310
64710,6220
17473,1554
26429,5342
77136,6132
57624,16806
39006,1904
4443,386
26652,1620
21505,1428
81831,7328
60959,7897
20352,2235
20879,1634
15329,2503
35935,2760
24996,3813
11265,1647
28528,3928
35387,1985
18926,942
39366,7663
17819,2233
20051,2249
7769,715
21269,898
25467,3752
14518,354
18894,1909
13930,3265
59151,7891
28088,3341
42987,7564
13647,727
105267,23040
37482,12003
21256,1542
23130,3054
66125,25691
17970,2088
7720,1302
9193,783
45510,7818
72571,14707
45659,5083
14729,928
7743,1315
12004,1670
85188,14244
10496,691
14598,572
2265,1821
6493,1294
15889,3026
11836,1473
14371,1186
10684,2359
24578,2182
17047,2722
52410,4890
56683,7272
18806,1042
12241,1041
49892,8862
14605,2287
27001,1939
8512,1138
46714,3902
58888,10265
34452,4027
22525,4112
26414,647
9301,1020
9730,778
22607,1367
47273,6720
9968,1317
7717,1028
37438,3560
21245,4562
67496,17793
37628,9721
81548,11750
30047,2416
5719,795
39540,1988
13164,1334
40968,3765
57560,7406
58482,7124
40366,4243
7257,1092
33631,4481
37293,8681
25817,1886
27212,9036
15782,397
48560,4277
14060,764
27464,3199
16548,1157
29206,1974
30596,2419
26048,5822
10126,4749
34357,4701
17050,900
51538,11562
10096,595
36388,4229
43857,7874
23300,2926
30256,1998
15983,854
28869,3232
56055,10641
45673,6090
14153,704
28427,5715
48428,8385
3845,423
77760,3196
14058,2152
28897,4642
82914,3748
6155,663
47781,4641
5473,2157
74231,9082
33427,4641
30661,2029
25439,3352
32746,3955
60138,11196
13738,1610
45553,8835
29129,6527
9989,996
15071,864
15126,1200
17446,2514
17833,2788
18551,3544
46997,9681
52529,19455
18155,1084
52850,3586
40468,17875
19184,2756
63551,4864
39928,4885
14740,1139
17537,2395
46577,10166
6286,481
47247,4323
22913,2656
19268,2113
22611,3040
13776,867
17480,1669
44826,5118
24643,3649
14079,1826
53828,14971
26232,4680
16517,2384
47065,8385
12409,794
4245,425
21634,2593
137723,31324
12720,787
24075,3361
9442,519
35338,6351
24595,2935
52823,6927
36314,4214
8373,1027
10021,1894
15955,1758
51382,5625
42229,2447
38812,6402
9052,536
15484,1060
18119,2150
59146,9377
37667,4165
13811,1711
43264,6016
33657,7135
24470,1926
17519,3104
50771,8843
20588,4142
22068,1588
112102,41790
24710,3051
16746,774
32790,5318
2684,346
83067,18032
14817,2405
45287,5372
39730,1496
31946,4647
20259,3309
41646,6095
15270,1324
5980,782
24244,3036
22573,2136
14714,596
37880,8271
21114,1824
52491,23670
33890,2983
23025,3016
18887,2155
25740,3244
68463,11138
23724,1965
52354,5773
16613,1574
29131,2719
9279,1701
70564,10746
17662,649
14370,1201
26601,4272
21238,1340
52805,6780
47024,6120
35951,4320
41148,9113
20855,2141
13338,730
29485,4700
24864,2566
51771,11362
8811,907
15811,4312
72984,5485
11674,1192
37983,9599
11401,2068
34226,7775
20361,2294
31572,2203
27183,6470
7482,358
22781,3957
59654,9348
13740,4193
11981,474
54927,7752
50077,1439
13636,1586
32309,4863
21162,2944
43218,1841
15643,3155
18824,587
29180,5045
23417,2817
27077,1129
47409,6985
85555,12151
9153,445
25437,4359
22520,1537
38304,2859
24310,2730
8428,2259
13591,3746
16888,4127
15266,832
56919,12097
8149,563
40197,9452
17704,1110
39661,5365
46574,10385
38199,4520
12573,1828
42820,7057
54542,3207
32488,1817
8507,817
18259,1881
55432,5415
21434,3274
22824,2783
45537,6045
10685,2561
29598,4305
24720,4625
24609,2775
27541,6690
25141,502
37571,4914
51365,10984
45992,4490
54388,6856
18395,2430
41034,4742
34356,2963
72052,21524
90056,23155
64319,13596
20105,2193
28949,5237
29685,3468
52820,14751
34708,4769
15190,2766
60120,9351
21558,10725
39235,2301
41774,2606
56078,10355
15428,1642
14010,716
30790,3231
27307,6548
53607,9787
52498,8914
40226,4084
54431,4365
6954,1075
45895,2616
21652,2315
24860,3998
16747,10632
11173,1882
23317,4003
19462,3433
89138,11447
25691,1987
21693,3684
36965,7638
31851,2139
25794,4406
39636,5336
34255,4657
17944,1474
36917,6381
8161,394
9848,3931
42572,12842
38604,3624
14986,1222
2588,408
32949,4296
23844,1717
14283,1376
29903,5228
67275,2699
20522,4193
36072,5160
47890,10756
35580,4656
19392,5239
18062,676
15623,2698
13073,1902
35949,3578
17894,2735
18611,9336
31413,1993
20005,965
21654,2870
14847,1773
26815,3034
18504,1714
24862,1381
7439,487
24268,5609
24776,2015
51679,5220
35474,5732
24189,3366
54016,9704
52413,8881
50279,11685
23155,2315
41575,4352
3806,809
15868,605
16164,352
23787,2334
46258,6717
36507,2623
7936,1127
10976,1065
42708,7240
33198,3355
21501,2539
35495,4937
13317,1746
14211,928
12474,550
71741,23756
25722,2176
15785,899
18444,1118
44950,5493
55236,13642
8666,748
86888,9387
28018,3729
63145,20450
22826,2109
22019,4605
12295,1029
65910,1998
13244,508
40581,2034
142014,66042
23812,8308
21049,748
3255,4396
30511,2064
47135,5206
35641,11531
54542,13773
16930,2726
33995,5969
46584,9501
43302,5803
12250,1089
27532,3538
18176,1889
35454,8851
6677,739
29605,7189
88650,12988
36727,5650
15772,1507
13872,1652
17104,1488
48686,12808
11432,3671
24514,936
29119,2648
20099,1290
