"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","BL1-H","BL1-W","RL1-A","RL1-H","RL1-W","RL2-A","RL2-H","RL2-W","VL1-A","VL1-H","VL1-W","YL2-A","YL2-H","YL2-W","Time"
163766,119794,97,163977,116300,97,76,93,0,1181,836,0,1008,693,0,19,53,0,1521,3621,15,0.231755
303209,226969,104,163589,115663,99,34,45,0,16921,11596,60,15365,10583,57,15,117,0,-118,158,0,0.231755
209962,101610,109,139908,58850,110,64,75,0,7364,5504,47,6768,4924,45,-23,28,0,15444,14006,42,0.232869
235068,168543,103,114741,79036,96,57,58,0,4477,3031,37,4033,2651,37,38,65,0,1816,4512,15,0.233983
436065,259545,115,175256,122892,104,66,62,0,19503,11397,68,16772,9843,64,257,153,0,5966,7734,28,0.233983
490652,265203,122,371818,217820,122,-123,42,0,50381,29666,122,45440,27305,122,312,149,0,10713,14478,31,0.235097
379661,235449,111,180840,116696,103,-50,55,0,39039,23402,113,34131,20301,91,113,160,0,5049,11447,22,0.236212
233180,115395,119,145711,65747,109,69,76,0,9223,4860,62,8484,4436,60,56,78,0,-490,0,0,0.236212
383890,235316,115,143433,96657,102,53,47,0,22790,14296,68,20346,12856,64,168,101,0,4684,12817,21,0.236212
380073,236559,105,307738,195623,113,134,101,0,5124,3448,39,4425,3115,35,74,49,0,442,998,0,0.23844
432648,255339,113,264404,154731,114,92,80,0,66289,42014,118,60648,38602,118,127,178,0,2581,9477,16,0.239554
469191,262479,119,245326,146814,110,19,80,0,55368,33895,119,49821,30378,119,198,142,0,3806,14785,17,0.239554
396970,237839,116,181453,109909,116,87,65,0,34871,21420,111,30448,18379,88,108,110,0,25,2386,5,0.240669
394626,247384,114,156005,99759,105,-1,39,0,18131,12609,55,16392,11802,51,45,103,0,-439,1623,3,0.240669
294095,220276,104,80703,65083,94,34,70,0,3371,3372,26,3079,3078,25,-96,31,0,-535,0,0,0.241783
146250,94574,98,140297,91276,98,99,49,0,4657,3999,29,4267,3651,29,-74,35,0,-277,0,0,0.241783
455207,246811,122,631996,365290,122,727,515,0,8708,5835,44,8726,6139,45,363,284,0,360,2032,7,0.241783
307203,222457,106,107263,72758,106,-115,30,0,20640,17488,56,18256,15190,52,104,126,0,-164,28,0,0.241783
266354,201611,94,128351,85159,94,-37,59,0,20083,18227,66,18585,16047,61,81,118,0,-388,0,0,0.242897
157456,125771,93,88170,67909,93,38,37,0,3065,3563,22,2866,2939,22,29,46,0,-110,65,0,0.242897
149759,112883,95,123833,92705,90,41,60,0,12299,15220,39,11443,13976,37,-33,56,0,-245,2,0,0.242897
498466,286111,122,221537,147125,112,53,89,0,33099,21333,104,28994,19094,98,260,239,0,1090,5618,10,0.244011
528503,224414,131,639317,244483,135,291,119,0,49054,24445,135,44849,22836,135,555,351,0,1297,7061,13,0.244011
315248,236066,104,147181,97669,99,75,76,0,21946,23315,71,19208,20862,54,156,147,0,-698,0,0,0.245125
267315,132273,112,276959,159333,120,232,101,0,11887,7321,54,10858,6384,53,122,94,0,-474,29,0,0.24624
225391,156441,104,110355,75021,99,-47,44,0,657,458,0,362,363,0,87,99,0,-123,49,0,0.249582
447793,252098,120,242101,126885,120,73,64,0,15226,11003,52,14086,10065,50,101,137,0,39,242,0,0.250696
444942,259737,118,187908,107556,118,-71,30,0,46418,34320,118,41797,30572,118,170,160,0,177,798,0,0.251811
417620,244018,118,167873,98703,110,18,73,0,13290,9640,47,11492,8356,42,189,138,0,17,231,0,0.255153
334582,160040,132,329064,157593,136,235,101,0,29425,12394,94,26372,11354,87,134,101,0,263,1330,3,0.255153
423472,236401,118,162474,100524,118,43,79,0,30270,21482,104,25856,18628,72,176,173,0,570,3609,7,0.256267
168232,140375,85,295715,244526,94,70,95,0,1067,2295,10,986,2198,9,-39,41,0,-1175,0,0,0.256267
156709,88492,103,232679,133584,103,105,101,0,4141,5155,28,3697,4965,25,36,62,0,-17,1828,8,0.256267
445624,235640,121,246261,151673,114,17,61,0,36668,23989,121,31876,20841,107,258,234,0,710,4230,8,0.257382
283591,147421,117,218694,113359,116,141,95,0,1301,868,0,1066,756,0,117,107,0,1301,5302,13,0.257382
438843,251710,123,275985,143303,120,250,103,0,16643,9757,59,14758,8524,53,94,64,0,1543,5988,13,0.25961
394909,211500,119,331911,201555,118,-17,84,0,43396,29289,119,38365,26365,114,397,285,0,1483,6137,11,0.262953
530463,251006,131,309392,157014,131,33,55,0,31208,19560,94,28104,17482,77,274,190,0,3766,10462,19,0.264067
446454,268771,111,187984,118183,103,17,64,0,32019,20144,89,27865,17181,71,239,196,0,-409,4400,8,0.268524
171976,147763,91,65365,52125,85,-9,58,0,6009,7792,26,5468,6987,25,-177,18,0,-101,41,0,0.269638
435238,237114,104,489182,306774,108,26,128,0,41466,29601,104,38600,27338,88,273,162,0,-2487,2105,4,0.270752
428533,278080,109,122242,76048,106,-69,31,0,22728,18849,74,20113,17064,57,98,134,0,237,2565,5,0.271866
443128,252204,113,246382,137890,120,98,87,0,16819,12925,53,15980,12219,51,144,146,0,-417,12,0,0.275209
300460,193700,119,78085,46427,111,33,54,0,9672,6615,48,8246,5627,47,48,71,0,-285,6,0,0.275209
406339,250111,115,173796,103283,111,11,57,0,37424,27574,110,32745,24433,105,185,147,0,86,889,0,0.276323
242048,115258,117,130067,63060,111,61,49,0,9403,6705,56,8533,6307,54,31,56,0,418,2248,6,0.278552
121459,80368,87,129987,85060,95,60,39,0,891,1240,4,924,1188,4,-14,61,0,-108,7,0,0.278552
417614,238645,118,283277,166514,113,-23,38,0,22385,14577,69,20904,13649,63,319,230,0,391,2074,4,0.279666
165015,118135,97,99416,71036,88,133,86,0,4196,4564,25,4169,4665,25,90,59,0,-662,0,0,0.279666
371364,255522,110,112092,82149,98,103,85,0,9831,8278,39,8623,7575,36,-110,97,0,-427,1176,1,0.28078
496803,264261,114,288816,148757,112,204,140,0,77087,40360,122,69660,36885,122,322,165,0,2565,12545,15,0.287465
157834,110227,91,113261,72799,90,142,86,0,6789,5346,42,6745,5203,41,-52,89,0,-1190,964,0,0.287465
451211,257922,116,206501,132954,109,-7,83,0,46212,32214,119,41631,28510,119,284,212,0,408,4898,10,0.288579
313821,205982,100,225628,126467,110,189,71,0,13149,9112,92,11380,8207,75,12,59,0,-666,734,0,0.288579
461060,280960,113,221381,133050,105,68,44,0,16916,11066,55,15173,10134,51,67,103,0,-262,1665,4,0.289694
225602,181457,98,59243,51091,85,16,58,0,1252,1226,16,1301,1336,15,78,51,0,-66,51,0,0.291922
