"FSC-A","RL1-A","YL2-A"
530702,36157,13139
602849,63596,19818
477417,27667,17385
584707,94419,40796
324008,27701,15551
634186,45494,18111
380398,32863,15607
463806,44965,72014
409113,23059,12921
387329,3886,309
467871,43659,15769
531827,55352,27295
527178,18518,13581
675027,48063,21801
437726,23952,20728
416612,19849,6236
518715,19107,27373
460183,37359,28461
565532,9665,3933
430119,47112,22392
414646,26703,20600
617578,28529,12018
505771,43363,18412
525350,39641,14649
423548,37421,20379
524730,71962,28235
394873,27395,32298
490526,48678,13663
384710,27560,15628
515115,58073,18509
537636,319,16232
607730,40934,17863
415144,27570,11407
429024,31396,15679
360952,18865,6359
485345,870,51
464113,42731,50018
548050,40022,24593
406087,20145,11524
412339,48920,16042
527581,36868,31945
512437,63931,40101
493164,24832,7798
548316,68750,21995
426742,33972,15895
634157,26754,8958
467804,55136,23803
507285,42419,15361
535490,41155,8222
541735,14579,7292
422858,49361,19028
478022,36745,29609
711196,82477,60265
507731,49199,34577
456906,24234,23585
486733,42097,18779
409429,30006,9885
530505,44050,29070
367797,26979,15791
562949,36419,18776
502104,51507,21574
515903,25749,22076
311378,9689,3343
612374,14324,4790
412615,56019,25340
562612,19566,11963
535051,33719,10988
566719,36041,19420
840461,81240,40991
525849,19205,7288
622317,48085,25616
518574,39265,24814
517258,22177,6781
613643,61221,24600
595135,25335,13407
317806,17142,5571
461183,44604,25209
551677,51725,18397
521467,24891,15580
225647,5153,28
423289,28232,14497
541046,42266,24521
418818,11576,6869
491263,18257,5985
571467,32434,12411
335517,26771,17596
388742,26760,16767
507460,29222,7410
407093,23974,11892
739466,42716,17873
539448,32344,20510
571088,19594,6908
624692,30105,16810
384961,44472,23876
476963,39722,12266
480971,25607,21412
462116,21347,7350
507756,23702,14870
614525,34950,16982
508758,23829,14072
684864,51230,24382
505107,93713,28991
540553,22653,18424
455967,38978,87218
416238,32600,15769
529755,43801,22026
679704,46664,16170
575424,28289,15695
593302,70572,26614
443211,23769,8007
478142,1688,8838
403253,32102,44634
565465,44044,25140
473035,31994,14419
376796,44919,15676
549328,64905,28581
520009,11218,4346
495693,17762,5948
483594,26527,9637
453108,34455,13291
455848,49730,20783
572442,50888,22837
517520,17508,8330
549484,31438,15724
533623,2043,471
488329,1866,9150
327954,48811,26250
530931,117324,43195
864415,46234,22930
515877,30236,15605
510621,10403,5394
600489,28459,12156
510664,94039,46223
508039,38215,16657
663389,2777,15
575211,46318,21785
501897,35271,21077
506713,18070,9944
395182,49459,24390
500889,33057,14171
469990,37672,9238
515374,31025,11695
548537,21883,5707
566734,37608,23512
628982,10184,3640
477811,46047,19428
584789,31572,18986
449297,115458,81619
639621,47049,15428
586257,47022,12781
451528,32492,20398
628390,47723,18658
536196,58166,25232
456001,6002,4462
520822,49298,25532
640225,54821,61328
371644,19941,4826
366429,1601,8061
638790,39786,19628
743219,58003,26131
413866,19618,12445
231427,46422,22315
429662,32416,17070
396183,4767,1659
351870,26502,13262
582055,28291,11548
679433,64844,26646
387455,10105,1897
662896,30267,8262
531649,29772,23677
565472,39865,29194
632342,41617,7542
609626,6361,1326
689495,52360,31094
489580,23791,12077
510001,52132,22669
546918,43021,18114
561796,46211,32445
439758,9902,6202
494953,39432,21150
480714,24460,12747
543378,41192,22094
629018,108371,62889
353434,35917,59
570807,34118,27408
419936,9084,8011
554295,48338,27912
492155,2217,5529
510660,38916,17097
489361,39067,16998
617394,57461,22523
477168,48693,22074
424190,25261,12173
313723,26187,18610
471196,35420,18798
403532,27721,21766
587181,53933,26642
491311,32913,18253
447234,37254,28977
484933,38328,21684
512376,47326,17004
391330,24014,18553
411217,49418,26353
394935,26538,12805
489519,22535,14844
400379,49813,23405
375999,15839,9337
549241,979,15
436728,29521,19508
498845,44448,43887
338868,-487,4016
349969,41493,18963
412283,34517,19587
726219,43937,22970
463203,20168,11355
656836,60409,15897
511789,17708,9507
399936,26647,9999
499174,44352,49419
522522,38422,17155
419688,52402,19801
514880,7489,2281
409090,5406,5813
664197,69133,26452
285382,8797,13451
522730,16350,2697
654735,87453,39586
542713,42263,19368
506659,61685,21706
552393,6920,1260
593551,543,48
439294,51718,23026
467773,17810,10618
555713,9898,3223
487595,18776,5350
466568,30891,11202
394268,26629,9696
496234,15084,6562
628304,40064,17166
508209,28966,14914
307665,21132,10252
500340,45654,18139
472545,42787,23833
411425,23905,13534
663184,119894,58290
444233,57628,28375
473816,37658,25028
340948,4284,3711
430045,52213,22686
601862,34537,14020
428258,31155,20695
458769,677,228
647769,83201,18100
354909,16859,13745
309026,1343,-64
705091,29496,12245
607149,517,5232
566725,42034,17540
370162,9358,35772
482246,35091,19758
487063,44008,17770
649236,43228,15913
603115,46362,19660
606844,74588,23265
437074,33816,15553
465530,5748,3563
446858,19228,10923
509678,49309,26753
572999,70253,25434
554866,53006,27383
483962,39651,18776
385394,29409,16958
462629,43989,17986
449638,25521,13110
501603,41140,10581
421681,24512,12188
446574,34687,18950
454464,38207,11030
591734,33049,14095
472987,62223,17872
560677,24319,11950
423041,399,-16
545707,10910,1837
535980,26479,16057
202859,1912,66
426600,21495,8721
601834,45242,24508
581897,49828,26910
713338,43060,31253
404489,29057,10449
286167,52288,25477
417411,14725,8444
456288,30883,14557
516744,1938,15772
510744,35809,13255
604124,61715,31623
341913,8286,8807
413238,31099,17762
541047,38784,20512
555008,20940,10054
398889,34904,15231
535252,39772,18147
503848,37109,20094
498084,8801,5881
618395,43503,14384
448076,1591,-117
416755,26293,12607
429439,38077,20055
370157,25335,18015
438521,29252,15634
753182,49031,32116
335912,37460,19014
541291,58062,28227
299696,8283,1555
539003,36999,20768
438164,26786,14241
693803,23394,10215
541425,75666,26596
525196,20247,8128
560016,17806,5535
541847,41169,22447
272420,20869,14633
533334,32771,14834
422334,21286,5644
591704,38732,11213
481487,28965,15552
495805,31968,19903
411827,9855,10493
554900,48211,36154
562358,41533,39871
665271,33510,9126
556543,54784,40788
547109,37180,10788
440924,59205,26211
528860,63437,27309
491544,8727,9011
436091,16189,12964
481864,31293,17594
429194,11787,12918
513719,33716,25248
512857,40197,23998
529734,54502,18163
445174,43230,19254
589244,50876,23586
356649,45154,22394
586466,27985,25642
462649,36967,23539
589917,25141,13676
275528,25245,372
359210,36809,12507
422511,17847,6355
259607,21030,524
556328,9147,1057
625130,36620,23708
565616,27722,17219
394033,44010,20643
568004,29434,10804
499914,37508,20461
485876,26176,8225
365725,17335,6606
476443,22171,13518
485048,30224,21420
493315,14576,9481
565019,40481,33246
528366,31300,22544
296781,8296,8997
450993,22647,17352
512060,28805,23515
426450,33879,19895
830076,38056,17170
581242,29883,14611
649381,3862,3189
476739,27691,12194
448126,48108,47993
401045,42721,18820
385022,33389,15793
519679,58286,18812
327660,33568,18417
449928,39334,20522
563438,33736,15573
434486,66395,29865
483513,17093,5084
508687,-111,2121
639427,40739,11538
609502,68592,24249
478461,12034,7271
550612,38631,21290
681098,55643,25321
429592,1407,357
495249,34401,17779
507224,45324,22083
493119,21154,10628
434059,15570,18375
633086,64103,31801
548028,33676,24825
725260,44820,10574
229235,8720,99
565387,58571,22581
492276,41037,19999
485588,9435,8094
364148,8465,4581
489670,22735,8939
738538,143839,23783
471529,25419,6394
665701,55259,19134
429886,28103,21200
436471,4585,1163
502845,43566,20308
428088,14943,6981
437572,16247,7486
490952,31615,16972
390550,22681,14007
641383,45598,25104
428005,44245,19298
595083,67549,53197
484194,38030,16073
644175,33948,17078
488399,21185,3616
600028,27427,11580
364133,23857,8604
568070,35587,13800
419693,13308,3343
459923,40967,23033
415139,21030,9336
543541,26829,16237
485286,2310,622
598818,52443,25011
577754,6942,1904
464366,22909,12141
542956,16799,9456
866110,68350,32561
465173,31686,16169
491119,47279,23170
516613,55892,23198
518454,17864,6556
542125,39671,15577
496260,44545,27938
426610,31288,13259
464215,6211,2987
568422,97957,54379
506801,61135,20532
295389,50064,17060
557635,48169,43936
565044,27858,10092
621723,34467,37080
463245,29651,13365
497693,27460,12491
535713,40121,14204
564551,10374,3806
532046,50034,22826
505151,47181,22086
559044,27464,14984
233971,7706,325
225184,12274,1217
686101,66823,18503
390019,32515,19581
561222,73788,30303
393940,25261,14241
378742,27415,19882
499125,38590,17505
574080,55087,29913
527739,50996,27348
605560,34601,28705
519668,19944,8552
637403,54355,32047
263038,7323,1668
441895,6299,2115
459385,26428,21166
368746,28317,10704
463350,2048,358
375503,27790,15117
518613,61666,16912
638200,33660,11569
399978,13484,8405
446608,35333,17573
449002,19276,6393
518545,23347,15796
425104,40795,26295
570750,29192,19642
452109,41549,18129
483350,18370,8346
423724,37402,26423
491797,65624,30507
465465,22895,9478
601320,549,12112
428864,38726,15959
389339,19631,4262
526959,48582,12977
702947,496,-284
528481,47992,13977
469656,35166,23408
459841,28874,20631
473175,52328,21223
401606,18931,21255
642859,50464,26351
459141,65727,25457
583101,30965,10021
587860,40763,13750
709391,1025,644
664110,60585,31850
576767,17127,8988
612953,71064,28168
448780,23967,10221
299745,14155,313
706492,30883,13574
393221,32748,18723
639284,57224,18667
470649,18516,20528
435041,19420,10058
512248,26987,13248
518885,4920,1401
619331,58154,34039
358112,20283,10927
709753,98583,31132
458802,23636,9066
676047,41941,12736
497137,43015,14795
613560,45598,14612
481929,40414,18064
438655,41370,20996
593865,43719,12115
409334,38041,19877
586257,37100,20349
510931,30530,16282
574651,60262,24736
517873,57207,24174
507209,35532,14102
482661,20283,14266
470498,2430,1637
438856,23257,9153
644736,79175,25604
373615,23454,14885
346858,2160,346
492057,33980,17227
448098,33598,25515
557575,48654,32696
378995,24445,16095
458256,7605,1077
551080,6193,24658
554902,33874,14396
844318,84218,39883
534939,27572,21142
470714,30091,12812
511731,4992,3929
606124,50870,25114
465136,53858,48338
465638,49347,20045
452600,14729,5177
541403,40370,15058
502177,42785,21838
570756,7720,3400
434342,50421,20664
442708,18271,17917
462531,33191,22453
448065,21043,12616
336725,6285,3510
558206,28249,2285
564657,25666,18355
423664,16543,5787
544991,25459,12247
617435,57533,46591
711297,32356,10000
495674,61739,30462
479582,9534,2155
530186,31461,9045
541960,41399,13632
414962,8464,14746
505315,49012,23278
462717,15504,9939
476265,31575,23406
618216,56408,24137
449803,44884,22309
514802,50552,26410
489681,57775,29264
578578,32982,42468
481966,39931,16766
705501,37405,21942
455571,11935,6603
434083,52586,24511
568258,38597,28931
766127,77541,32858
457525,63245,24102
384294,69201,35094
530198,30531,31131
617819,152982,55368
423279,42222,12510
596114,15090,9523
353464,25519,17272
547343,6408,1046
699275,9480,3246
523160,28111,8435
719669,61776,28217
412456,34617,18649
337188,20971,17717
438701,5431,960
422776,51275,22854
516175,32073,21010
487166,26665,16269
501445,4494,586
545952,39836,29554
475038,42471,20043
473040,18829,8836
567828,1265,193
640822,34014,13123
324311,18713,11818
372531,25693,8304
505982,29006,10075
366430,10066,7467
500864,30532,13378
701187,41706,28428
481792,15894,12366
533704,19030,6951
425476,26834,24012
415622,51746,21751
425245,6524,1985
370482,41845,22717
366329,16510,4660
306346,31363,12604
475210,17429,6375
559379,17915,5011
488436,28371,48221
372513,35444,17010
562885,36714,18109
368048,2924,593
462521,30385,14671
434118,44625,23845
261842,27744,11556
562469,90867,54589
419754,52728,13444
503204,42042,13717
540560,48721,17079
360745,23840,11543
467120,68034,32794
458860,26844,22979
512640,37384,14549
538203,53661,37702
563004,50096,20833
435518,25333,7601
502672,44408,16116
264321,18466,29160
487631,52289,24858
616513,38791,23930
574590,32380,10694
508655,30634,9009
333986,27796,24568
522112,43310,17817
297652,6959,537
437674,33505,18592
548292,37176,20558
456813,40062,13761
552508,464,14263
639458,80215,97569
415868,54148,17649
478927,32668,21099
371930,22035,23857
396064,29955,4416
647805,56567,23862
581627,45319,16691
659937,65245,22339
462223,42806,14685
496827,54227,19252
513560,48852,28474
704834,54439,24675
395315,58025,33388
447838,52013,30375
579159,27049,18781
533815,33223,12783
749210,72434,25121
336117,16322,26020
504642,38494,16947
660328,32051,23416
557752,43909,14765
394118,51274,13344
446337,41196,18870
517353,1846,4867
420464,49495,22106
360154,44666,36848
444726,23540,7794
416847,3720,655
425538,36106,18363
525109,26924,9365
371707,40491,20744
435758,42225,14586
519689,74806,21496
559062,67081,54706
479211,58383,29534
500365,19535,3698
490494,20620,10317
529198,47911,20076
521603,54827,23894
523115,42048,17304
690061,77746,23506
397746,20576,14184
494464,46605,14140
515968,64212,55674
529849,8213,2135
517033,8180,3270
413995,4249,1607
476451,25230,11624
499392,21894,8175
457506,20459,9115
492124,67636,42165
377585,15333,5348
491256,27048,14573
455906,11352,9267
491619,30042,23253
655281,76137,39319
346395,27526,20710
447793,21031,8117
448173,22281,12453
474911,32596,26640
433886,32766,17980
395443,6331,245
564578,93419,28145
434437,22081,11794
407953,45313,22661
510573,50555,30778
585044,62590,17821
356019,17366,11088
515197,41942,27473
520356,38879,15915
513282,6293,2116
668008,24442,4964
476700,32306,16981
532846,14334,6039
531200,37413,25723
438549,13475,8866
630667,44499,18973
464463,20179,8843
590898,42024,17323
692663,18380,5235
514800,35650,15486
420440,12969,8416
621238,46294,19891
564425,40715,32677
396591,53196,1817
577389,67650,25238
433036,32440,11582
500837,25991,9253
502851,42789,20090
437981,57870,17934
500575,21509,10581
564399,35062,29296
387519,9390,22148
473257,69220,33221
428386,14687,5265
537733,38048,22192
544691,64682,20714
631515,61716,23005
601322,56829,41883
361270,30029,18109
484361,42575,12430
425934,20513,12553
572364,16915,7898
641146,70817,37921
318848,8668,-92
548355,60706,26205
494500,35133,11105
596024,62020,21214
388143,56034,32698
487054,20613,14566
525730,22832,15865
469009,54122,15999
396741,9354,4218
497929,67791,25569
408283,20521,9153
382017,17851,11498
607474,40980,22242
531769,23945,8524
460988,24226,9157
409167,15704,5981
410561,22796,11498
479132,45337,21559
546776,39891,14260
634564,68738,61490
430898,43228,25655
849951,101283,47432
282509,29389,3328
548528,9716,6061
496064,20866,13935
515658,11245,5080
549440,28730,16572
398529,33619,19406
424290,47741,27453
602554,39010,20076
502830,44811,16272
508514,35466,13270
430141,30042,11269
546260,24154,9505
717893,45170,28712
693590,58937,21874
468795,51941,27167
408078,19167,-41
537780,30068,14060
480688,33070,13055
588952,36678,28832
472552,26664,12279
358527,25954,17840
524486,25915,13209
478964,27934,10034
412010,26010,11443
457681,20036,8340
439518,32488,15367
399229,20094,5203
468967,34504,20873
351233,46268,21380
274203,35329,184
565221,34281,17173
566917,53322,13821
684966,105494,40178
504953,34733,19143
441663,44775,26984
359957,24858,10873
382482,24976,9374
447402,21275,9796
282245,32527,14514
487442,18804,8583
475242,37408,18369
382574,45169,33836
358242,32577,7676
533173,15728,49023
427317,33829,15794
302762,14765,7041
509529,45230,16381
455892,14360,12390
692686,46378,28186
466049,38452,16049
366244,28933,20680
643673,11177,17504
361107,30463,20092
426269,34901,24895
447155,35697,17390
471985,32028,9849
576061,48157,17961
562198,57458,28349
431263,23538,10708
516736,15919,8469
431477,28438,15287
460767,32184,25104
390765,24776,32804
562065,18595,9406
628425,29105,15236
528036,24284,10209
374442,15621,12022
367527,19425,18724
479037,49095,21536
316017,50373,21352
583034,5924,1804
490385,42291,16685
614409,76833,42681
610680,46585,19901
457894,28057,9418
339438,19207,15495
467099,15954,7277
531361,38349,18270
427246,10988,5089
500452,30955,14851
